 


  
  

NCAA Baseball
Division IBatting Average
Through Games 06/30/2010


"Rank","Name","G","W-L","AB","H","BA"
"145","Georgetown","55","24-31","113"
"","Longwood","48","28-20","113"
"147","Southern U.","47","25-22","112"
"","Washington","56","28-28","112"
"","Purdue","57","33-24","112"
"","Central Mich.","58","36-22","112"
"","UTRGV","55","22-33","112"
"","Ole Miss","63","39-24","112"
"","Mississippi St.","56","23-33","112"
"","Eastern Ky.","55","28-27","112"
"","Temple","51","14-37","112"
"156","Rhode Island","57","31-26","111"
"","Pepperdine","54","24-30","111"
"","The Citadel","65","43-22","111"
"","Butler","50","21-29","111"
"","Bucknell","60","25-35","111"
"","Boston College","58","30-28","111"
"162","Arkansas St.","58","30-28","110"
"","Creighton","52","27-25","110"
"","San Diego","59","37-22","110"
"","Austin Peay","53","28-25","110"
"","Florida","64","47-17","110"
"","Ohio","55","20-35","110"
"","Radford","55","29-26","110"
"","Western Ky.","58","35-23","110"
"","Little Rock","54","29-25","110"
"","Pacific","54","31-23","110"
"172","Marist","55","33-22","109"
"","UNCW","60","33-27","109"
"","Tulane","56","32-24","109"
"","Louisiana","60","38-22","109"
"176","William & Mary","51","27-24","108"
"","Southern Ill.","57","28-29","108"
"","Penn","41","21-20","108"
"","Jackson St.","53","36-17","108"
"180","Fordham","56","21-35","107"
"","Oakland","57","23-34","107"
"","Rider","59","36-23","107"
"","Sacred Heart","58","31-27","107"
"","Binghamton","51","31-20","107"
"185","Ark.-Pine Bluff","53","19-34","106"
"","Western Ill.","53","14-39","106"
"187","UTSA","50","22-28","105"
"","Indiana St.","54","35-19","105"
"","Manhattan","51","31-20","105"
"","Fairfield","50","18-32","105"
"191","Georgia","53","16-37","104"
"","Nebraska","54","27-27","104"
"","Grambling","54","22-32","104"
"","Stanford","56","31-25","104"
"195","George Washington","54","26-28","103"
"","Central Ark.","55","19-35-1","103"
"","Duke","56","29-27","103"
"","VCU","61","34-26-1","103"
"","Charlotte","56","39-17","103"
"","UC Davis","55","26-29","103"
"201","Iowa","58","30-28","102"
"202","Davidson","51","19-32","101"
"","Eastern Mich.","59","27-32","101"
"","FDU","54","16-38","101"
"","Wagner","57","26-31","101"
"","Tennessee","56","30-26","101"
"","Kentucky","56","31-25","101"
"208","Villanova","52","29-23","100"
"","Mount St. Mary's","51","20-31","100"
"","Columbia","47","26-21","100"
"","Dartmouth","46","27-19","100"
"212","Miami (OH)","56","28-28","99"
"","New York Tech","57","26-29-2","99"
"","N.C. A&T","57","31-26","99"
"","Centenary (LA)","54","28-26","99"
"","Siena","54","27-27","99"
"","St. Bonaventure","48","17-31","99"
"218","Sam Houston","55","19-36","98"
"","UNC Asheville","52","17-35","98"
"","Morehead St.","50","24-25-1","98"
"","Lipscomb","55","19-36","98"
"","Kennesaw St.","55","23-32","98"
"","Illinois","52","26-26","98"
"","Duquesne","56","16-40","98"
"225","Massachusetts","46","19-27","97"
"","Marshall","58","27-31","97"
"","Charleston So.","55","17-38","97"
"","San Jose St.","60","23-37","97"
"229","Texas Southern","56","30-26","96"
"","Xavier","58","26-32","96"
"","New Orleans","52","13-39","96"
"","Norfolk St.","51","21-29-1","96"
"233","Niagara","53","17-36","95"
"","Furman","56","19-37","95"
"235","UNC Greensboro","53","20-33","94"
"","Prairie View","47","12-35","94"
"","Northwestern","56","24-32","94"
"","Hawaii","63","35-28","94"
"239","La Salle","54","22-32","93"
"240","Le Moyne","55","28-27","92"
"","Maryland","56","17-39","92"
"242","Saint Peter's","52","18-34","91"
"","Missouri St.","55","21-34","91"
"244","Sacramento St.","54","18-35-1","90"
"","Delaware St.","49","13-36","90"
"246","Bradley","52","20-32","89"
"","Richmond","52","24-28","89"
"","North Dakota St.","52","22-30","89"
"","Cincinnati","58","29-29","89"
"","A&M-Corpus Christi","54","20-33-1","89"
"","Mississippi Val.","53","23-30","89"
"","Iona","49","9-40","89"
"253","NJIT","57","13-44","88"
"","Navy","51","30-21","88"
"255","San Diego St.","56","28-28","87"
"","Hartford","48","11-37","87"
"","LIU","56","14-42","87"
"","Notre Dame","54","22-32","87"
"","Saint Mary's (CA)","52","19-32-1","87"
"260","Brown","44","13-31","86"
"","UC Santa Barbara","54","24-30","86"
"","Lafayette","45","15-30","86"
"263","Portland","52","34-18","85"
"","Penn St.","52","22-30","85"
"","UAB","53","28-25","85"
"","Purdue Fort Wayne","55","17-38","85"
"267","Ohio St.","51","28-23","84"
"","Monmouth","49","22-27","84"
"","Chicago St.","56","4-52","84"
"270","Northeastern","44","13-31","83"
"271","Eastern Ill.","53","18-35","82"
"272","Seton Hall","50","19-30-1","81"
"","ULM","55","17-38","81"
"274","Coppin St.","47","14-33","80"
"","UAlbany","53","13-40","80"
"276","Cornell","37","17-20","79"
"","Western Mich.","54","12-42","79"
"278","Utah","51","23-28","78"
"279","Harvard","43","17-26","77"
"","Houston","57","25-32","77"
"","NIU","55","24-31","77"
"282","Quinnipiac","53","14-39","75"
"283","Alabama St.","41","13-28","74"
"","Lehigh","50","23-27","74"
"285","UMBC","48","9-39","72"
"286","Nicholls","56","27-29","71"
"","Saint Joseph's","47","18-29","71"
"288","Army West Point","45","28-17","65"
"","Princeton","42","12-30","65"
"290","Florida A&M","42","10-31-1","64"
"291","Alabama A&M","49","17-32","59"
"292","UMES","51","8-43","56"
Reclassifying
"NR","Bryant","56","34-22","129"
"NR","CSU Bakersfield","56","26-30","120"
"NR","SIUE","52","14-38","103"
"NR","Presbyterian","54","15-39","100"
"NR","North Dakota","54","19-35","96"
"NR","USC Upstate","56","19-37","93"
"NR","Seattle U","50","11-39","69"
"NR","N.C. Central","47","3-44","53"

NCAA Baseball
Division ITriples Per Game
Through Games 06/30/2010


"Rank","Name","G","W-L","3B","PG"
"1","Air Force","55","13-42","36","0.65"
"2","Arizona St.","62","52-10","37","0.60"
"3","Maine","56","34-22","30","0.54"
"4","Southern U.","47","25-22","25","0.53"
"5","Villanova","52","29-23","27","0.52"
"6","Wright St.","56","31-25","28","0.50"
"7","Virginia","65","51-14","32","0.49"
"8","Utah Valley","59","42-17","29","0.49"
"9","Mississippi Val.","53","23-30","26","0.49"
"10","UIC","54","24-30","26","0.48"
"11","BYU","58","27-31","27","0.47"
"","Arizona","58","34-24","27","0.47"
"13","Cal Poly","55","23-32","25","0.45"
"14","A&M-Corpus Christi","54","20-33-1","24","0.44"
"15","Nevada","59","36-22-1","26","0.44"
"16","Seton Hall","50","19-30-1","22","0.44"
"17","Alcorn","55","27-28","24","0.44"
"18","Dartmouth","46","27-19","20","0.43"
"19","Baylor","60","36-24","26","0.43"
"20","Northeastern","44","13-31","19","0.43"
"21","Florida A&M","42","10-31-1","18","0.43"
"22","Cal St. Fullerton","64","46-18","27","0.42"
"23","Georgia Tech","62","47-15","26","0.42"
"24","UC Riverside","55","32-23","23","0.42"
"25","Michigan St.","53","34-19","22","0.42"
"26","Northern Colo.","58","34-24","24","0.41"
"27","UC Santa Barbara","54","24-30","22","0.41"
"28","North Dakota St.","52","22-30","21","0.40"
"","Illinois","52","26-26","21","0.40"
"30","Houston","57","25-32","23","0.40"
"","Michigan","57","35-22","23","0.40"
"32","New Mexico","60","38-22","24","0.40"
"","Bowling Green","55","31-23-1","22","0.40"
"34","Jacksonville St.","58","32-26","23","0.40"
"35","UNC Greensboro","53","20-33","21","0.40"
"","James Madison","53","30-23","21","0.40"
"37","Central Conn. St.","56","33-23","22","0.39"
"","Pittsburgh","56","38-18","22","0.39"
"","Valparaiso","56","24-32","22","0.39"
"40","Bradley","52","20-32","20","0.38"
"41","Saint Joseph's","47","18-29","18","0.38"
"42","Lipscomb","55","19-36","21","0.38"
"43","LSU","63","41-22","24","0.38"
"44","UNLV","58","29-29","22","0.38"
"","Western Ky.","58","35-23","22","0.38"
"46","Austin Peay","53","28-25","20","0.38"
"47","UConn","64","48-16","24","0.38"
"","Texas Southern","56","30-26","21","0.38"
"49","California","54","29-25","20","0.37"
"50","North Carolina","60","38-22","22","0.37"
"51","Portland","52","34-18","19","0.37"
"52","Towson","55","19-36","20","0.36"
"53","Evansville","59","32-27","21","0.36"
"54","Virginia Tech","62","40-22","22","0.35"
"55","Binghamton","51","31-20","18","0.35"
"56","Miami (FL)","63","43-20","22","0.35"
"57","Creighton","52","27-25","18","0.35"
"","Penn St.","52","22-30","18","0.35"
"59","McNeese","58","31-27","20","0.34"
"","Boston College","58","30-28","20","0.34"
"61","VCU","61","34-26-1","21","0.34"
"62","Fordham","56","21-35","19","0.34"
"63","TCU","68","54-14","23","0.34"
"64","Louisiana","60","38-22","20","0.33"
"","La Salle","54","22-32","18","0.33"
"","Grambling","54","22-32","18","0.33"
"","Indiana St.","54","35-19","18","0.33"
"","St. Bonaventure","48","17-31","16","0.33"
"","Northwestern St.","57","36-21","19","0.33"
"","Navy","51","30-21","17","0.33"
"71","Campbell","55","28-27","18","0.33"
"72","Holy Cross","52","26-26","17","0.33"
"73","Florida St.","68","48-20","22","0.32"
"","Oklahoma","68","50-18","22","0.32"
"75","LMU (CA)","56","23-33","18","0.32"
"76","Jackson St.","53","36-17","17","0.32"
"77","Savannah St.","50","24-26","16","0.32"
"","UTSA","50","22-28","16","0.32"
"79","Coppin St.","47","14-33","15","0.32"
"80","Rice","63","40-23","20","0.32"
"81","Penn","41","21-20","13","0.32"
"82","Rhode Island","57","31-26","18","0.32"
"","Murray St.","57","28-28-1","18","0.32"
"","Bethune-Cookman","57","35-22","18","0.32"
"85","Sacred Heart","58","31-27","18","0.31"
"","Georgia St.","58","34-23-1","18","0.31"
"","Iowa","58","30-28","18","0.31"
"","Marshall","58","27-31","18","0.31"
"","Memphis","58","28-30","18","0.31"
"90","UTRGV","55","22-33","17","0.31"
"","Wofford","55","17-38","17","0.31"
"","Marist","55","33-22","17","0.31"
"","Eastern Ky.","55","28-27","17","0.31"
"94","Milwaukee","59","33-26","18","0.31"
"95","Northwestern","56","24-32","17","0.30"
"","Furman","56","19-37","17","0.30"
"97","Harvard","43","17-26","13","0.30"
"98","UAB","53","28-25","16","0.30"
"99","St. John's (NY)","63","43-20","19","0.30"
"","Fresno St.","63","38-25","19","0.30"
"101","Purdue","57","33-24","17","0.30"
"","Rutgers","57","30-26","17","0.30"
"103","Santa Clara","54","23-31","16","0.30"
"","Belmont","54","27-27","16","0.30"
"105","Utah","51","23-28","15","0.29"
"","Davidson","51","19-32","15","0.29"
"107","Long Beach St.","55","23-32","16","0.29"
"","Radford","55","29-26","16","0.29"
"109","Miami (OH)","56","28-28","16","0.29"
"","Nicholls","56","27-29","16","0.29"
"","CSUN","56","29-27","16","0.29"
"112","New Mexico St.","60","36-23-1","17","0.28"
"","Wichita St.","60","41-19","17","0.28"
"114","Pacific","54","31-23","15","0.28"
"","Western Mich.","54","12-42","15","0.28"
"116","Columbia","47","26-21","13","0.28"
"117","Yale","44","21-22-1","12","0.27"
"","Indiana","55","28-27","15","0.27"
"","Coastal Carolina","66","55-10","18","0.27"
"120","San Diego","59","37-22","16","0.27"
"","Kansas","59","31-27-1","16","0.27"
"122","Hawaii","63","35-28","17","0.27"
"","Texas","63","50-13","17","0.27"
"124","Illinois St.","56","32-24","15","0.27"
"","Charlotte","56","39-17","15","0.27"
"126","Army West Point","45","28-17","12","0.27"
"","South Dakota St.","60","39-21","16","0.27"
"","ETSU","60","32-28","16","0.27"
"129","Georgia","53","16-37","14","0.26"
"130","Texas A&M","65","43-21-1","17","0.26"
"","The Citadel","65","43-22","17","0.26"
"132","Massachusetts","46","19-27","12","0.26"
"133","George Mason","50","28-22","13","0.26"
"","Butler","50","21-29","13","0.26"
"135","NC State","62","38-24","16","0.26"
"136","UMES","51","8-43","13","0.25"
"137","Gardner-Webb","55","25-30","14","0.25"
"138","Rider","59","36-23","15","0.25"
"","Washington St.","59","37-22","15","0.25"
"140","Stanford","56","31-25","14","0.25"
"","Texas St.","60","38-22","15","0.25"
"","Kent St.","64","39-25","16","0.25"
"","Longwood","48","28-20","12","0.25"
"","Toledo","56","34-22","14","0.25"
"145","Troy","61","36-25","15","0.25"
"","Lamar University","61","35-26","15","0.25"
"147","App State","57","38-18-1","14","0.25"
"","Stony Brook","57","30-27","14","0.25"
"","Texas Tech","57","28-29","14","0.25"
"150","Ark.-Pine Bluff","53","19-34","13","0.25"
"151","Alabama A&M","49","17-32","12","0.24"
"152","Minnesota","62","32-30","15","0.24"
"","Elon","62","38-24","15","0.24"
"154","FGCU","58","38-20","14","0.24"
"155","FDU","54","16-38","13","0.24"
"156","Morehead St.","50","24-25-1","12","0.24"
"157","Col. of Charleston","63","44-19","15","0.24"
"158","Cleveland St.","55","12-43","13","0.24"
"","VMI","55","33-22","13","0.24"
"","Oklahoma St.","55","29-26","13","0.24"
"161","Ohio St.","51","28-23","12","0.24"
"","Norfolk St.","51","21-29-1","12","0.24"
"163","Florida","64","47-17","15","0.23"
"164","Southern Miss.","60","36-24","14","0.23"
"","UC Irvine","60","39-21","14","0.23"
"166","Duke","56","29-27","13","0.23"
"","Mississippi St.","56","23-33","13","0.23"
"","San Diego St.","56","28-28","13","0.23"
"","Gonzaga","56","20-36","13","0.23"
"170","Fla. Atlantic","61","37-24","14","0.23"
"171","N.C. A&T","57","31-26","13","0.23"
"","Winthrop","57","27-30","13","0.23"
"173","Stetson","58","27-31","13","0.22"
"174","Lafayette","45","15-30","10","0.22"
"175","Fairfield","50","18-32","11","0.22"
"176","Auburn","64","43-21","14","0.22"
"177","Georgetown","55","24-31","12","0.22"
"178","Canisius","60","39-21","13","0.22"
"179","Cornell","37","17-20","8","0.22"
"180","Delaware","51","27-24","11","0.22"
"181","Clemson","70","45-25","15","0.21"
"182","Prairie View","47","12-35","10","0.21"
"183","Saint Mary's (CA)","52","19-32-1","11","0.21"
"184","Wagner","57","26-31","12","0.21"
"185","Saint Louis","62","33-29","13","0.21"
"186","Hartford","48","11-37","10","0.21"
"187","Ball St.","58","29-29","12","0.21"
"","Middle Tenn.","58","35-23","12","0.21"
"189","UCLA","68","51-17","14","0.21"
"190","Monmouth","49","22-27","10","0.20"
"191","Little Rock","54","29-25","11","0.20"
"","Siena","54","27-27","11","0.20"
"193","Kansas St.","59","37-22","12","0.20"
"","Southeastern La.","59","40-19","12","0.20"
"195","Dayton","55","23-32","11","0.20"
"","Central Ark.","55","19-35-1","11","0.20"
"","South Carolina","70","54-16","14","0.20"
"","DBU","55","28-27","11","0.20"
"199","FIU","61","36-25","12","0.20"
"200","Samford","56","31-25","11","0.20"
"","Tennessee Tech","56","31-25","11","0.20"
"202","Manhattan","51","31-20","10","0.20"
"203","Alabama","67","42-25","13","0.19"
"204","UMBC","48","9-39","9","0.19"
"","Oregon","64","40-24","12","0.19"
"206","Western Caro.","59","37-21-1","11","0.19"
"","Eastern Mich.","59","27-32","11","0.19"
"208","Sacramento St.","54","18-35-1","10","0.19"
"","Pepperdine","54","24-30","10","0.19"
"","Southern Utah","54","18-36","10","0.19"
"","SFA","54","34-20","10","0.19"
"212","High Point","60","31-29","11","0.18"
"","UNCW","60","33-27","11","0.18"
"","Bucknell","60","25-35","11","0.18"
"","Southern California","60","28-32","11","0.18"
"216","Lehigh","50","23-27","9","0.18"
"217","Tulane","56","32-24","10","0.18"
"","Tennessee","56","30-26","10","0.18"
"","San Francisco","56","28-28","10","0.18"
"","Jacksonville","56","27-29","10","0.18"
"221","Temple","51","14-37","9","0.18"
"222","NJIT","57","13-44","10","0.18"
"","New York Tech","57","26-29-2","10","0.18"
"224","Arkansas","64","43-21","11","0.17"
"225","Western Ill.","53","14-39","9","0.17"
"","Quinnipiac","53","14-39","9","0.17"
"227","South Alabama","59","32-27","10","0.17"
"228","UT Arlington","60","29-31","10","0.17"
"","Old Dominion","54","24-30","9","0.17"
"","Notre Dame","54","22-32","9","0.17"
"231","Liberty","61","42-19","10","0.16"
"232","Southeast Mo. St.","55","30-25","9","0.16"
"","Missouri","55","29-26","9","0.16"
"","Missouri St.","55","21-34","9","0.16"
"235","Mercer","62","38-24","10","0.16"
"236","Chicago St.","56","4-52","9","0.16"
"","Kentucky","56","31-25","9","0.16"
"238","Ole Miss","63","39-24","10","0.16"
"239","William & Mary","51","27-24","8","0.16"
"240","George Washington","54","26-28","8","0.15"
"","Nebraska","54","27-27","8","0.15"
"242","Akron","55","21-34","8","0.15"
"","UC Davis","55","26-29","8","0.15"
"","Ohio","55","20-35","8","0.15"
"","NIU","55","24-31","8","0.15"
"246","Washington","56","28-28","8","0.14"
"","Princeton","42","12-30","6","0.14"
"","Oregon St.","56","32-24","8","0.14"
"","Youngstown St.","56","22-34","8","0.14"
"","Iona","49","9-40","7","0.14"
"","Duquesne","56","16-40","8","0.14"
"","Delaware St.","49","13-36","7","0.14"
"253","Louisville","64","50-14","9","0.14"
"254","Louisiana Tech","57","27-30","8","0.14"
"","Oakland","57","23-34","8","0.14"
"","Southern Ill.","57","28-29","8","0.14"
"257","Arkansas St.","58","30-28","8","0.14"
"","Central Mich.","58","36-22","8","0.14"
"","Ga. Southern","58","34-24","8","0.14"
"260","Brown","44","13-31","6","0.14"
"261","Buffalo","52","23-29","7","0.13"
"","Richmond","52","24-28","7","0.13"
"263","San Jose St.","60","23-37","8","0.13"
"264","Niagara","53","17-36","7","0.13"
"265","Centenary (LA)","54","28-26","7","0.13"
"266","UT Martin","55","24-31","7","0.13"
"","ULM","55","17-38","7","0.13"
"","Kennesaw St.","55","23-32","7","0.13"
"","UCF","55","33-22","7","0.13"
"","Le Moyne","55","28-27","7","0.13"
"271","West Virginia","57","27-30","7","0.12"
"272","Hofstra","49","20-28-1","6","0.12"
"273","North Florida","58","30-28","7","0.12"
"","Cincinnati","58","29-29","7","0.12"
"","Xavier","58","26-32","7","0.12"
"276","Mount St. Mary's","51","20-31","6","0.12"
"277","New Orleans","52","13-39","6","0.12"
"278","UAlbany","53","13-40","6","0.11"
"279","Oral Roberts","63","36-27","7","0.11"
"280","Sam Houston","55","19-36","6","0.11"
"","Purdue Fort Wayne","55","17-38","6","0.11"
"282","LIU","56","14-42","6","0.11"
"283","Vanderbilt","66","46-20","7","0.11"
"284","Alabama St.","41","13-28","4","0.10"
"285","Wake Forest","55","18-37","5","0.09"
"286","South Fla.","58","26-32","5","0.09"
"287","East Carolina","59","32-27","5","0.08"
"288","UNC Asheville","52","17-35","4","0.08"
"289","Saint Peter's","52","18-34","3","0.06"
"290","Charleston So.","55","17-38","3","0.05"
"291","Maryland","56","17-39","3","0.05"
"292","Eastern Ill.","53","18-35","2","0.04"
Reclassifying
"NR","USC Upstate","56","19-37","20","0.36"
"NR","CSU Bakersfield","56","26-30","20","0.36"
"NR","SIUE","52","14-38","14","0.27"
"NR","Bryant","56","34-22","15","0.27"
"NR","Presbyterian","54","15-39","14","0.26"
"NR","N.C. Central","47","3-44","10","0.21"
"NR","Seattle U","50","11-39","7","0.14"
"NR","North Dakota","54","19-35","7","0.13"

NCAA Baseball
Division ITriples
Through Games 06/30/2010


"Rank","Name","G","W-L","3B"
"1","Arizona St.","62","52-10","37"
"2","Air Force","55","13-42","36"
"3","Virginia","65","51-14","32"
"4","Maine","56","34-22","30"
"5","Utah Valley","59","42-17","29"
"6","Wright St.","56","31-25","28"
"7","Villanova","52","29-23","27"
"","Cal St. Fullerton","64","46-18","27"
"","BYU","58","27-31","27"
"","Arizona","58","34-24","27"
"11","Nevada","59","36-22-1","26"
"","Mississippi Val.","53","23-30","26"
"","UIC","54","24-30","26"
"","Georgia Tech","62","47-15","26"
"","Baylor","60","36-24","26"
"16","Cal Poly","55","23-32","25"
"","Southern U.","47","25-22","25"
"18","New Mexico","60","38-22","24"
"","Northern Colo.","58","34-24","24"
"","LSU","63","41-22","24"
"","Alcorn","55","27-28","24"
"","UConn","64","48-16","24"
"","A&M-Corpus Christi","54","20-33-1","24"
"24","TCU","68","54-14","23"
"","Michigan","57","35-22","23"
"","Jacksonville St.","58","32-26","23"
"","Houston","57","25-32","23"
"","UC Riverside","55","32-23","23"
"29","North Carolina","60","38-22","22"
"","UNLV","58","29-29","22"
"","Oklahoma","68","50-18","22"
"","Pittsburgh","56","38-18","22"
"","Seton Hall","50","19-30-1","22"
"","Valparaiso","56","24-32","22"
"","Florida St.","68","48-20","22"
"","Western Ky.","58","35-23","22"
"","Miami (FL)","63","43-20","22"
"","Michigan St.","53","34-19","22"
"","Bowling Green","55","31-23-1","22"
"","UC Santa Barbara","54","24-30","22"
"","Central Conn. St.","56","33-23","22"
"","Virginia Tech","62","40-22","22"
"43","UNC Greensboro","53","20-33","21"
"","North Dakota St.","52","22-30","21"
"","Texas Southern","56","30-26","21"
"","James Madison","53","30-23","21"
"","Lipscomb","55","19-36","21"
"","Evansville","59","32-27","21"
"","Illinois","52","26-26","21"
"","VCU","61","34-26-1","21"
"51","Rice","63","40-23","20"
"","Louisiana","60","38-22","20"
"","Towson","55","19-36","20"
"","Austin Peay","53","28-25","20"
"","McNeese","58","31-27","20"
"","Bradley","52","20-32","20"
"","California","54","29-25","20"
"","Dartmouth","46","27-19","20"
"","Boston College","58","30-28","20"
"60","Northeastern","44","13-31","19"
"","Northwestern St.","57","36-21","19"
"","Fordham","56","21-35","19"
"","St. John's (NY)","63","43-20","19"
"","Fresno St.","63","38-25","19"
"","Portland","52","34-18","19"
"66","Murray St.","57","28-28-1","18"
"","Memphis","58","28-30","18"
"","Rhode Island","57","31-26","18"
"","Sacred Heart","58","31-27","18"
"","Saint Joseph's","47","18-29","18"
"","Milwaukee","59","33-26","18"
"","Bethune-Cookman","57","35-22","18"
"","Binghamton","51","31-20","18"
"","Campbell","55","28-27","18"
"","Coastal Carolina","66","55-10","18"
"","Creighton","52","27-25","18"
"","Florida A&M","42","10-31-1","18"
"","Georgia St.","58","34-23-1","18"
"","Grambling","54","22-32","18"
"","Indiana St.","54","35-19","18"
"","Iowa","58","30-28","18"
"","La Salle","54","22-32","18"
"","LMU (CA)","56","23-33","18"
"","Marshall","58","27-31","18"
"","Penn St.","52","22-30","18"
"86","New Mexico St.","60","36-23-1","17"
"","Marist","55","33-22","17"
"","UTRGV","55","22-33","17"
"","Purdue","57","33-24","17"
"","Rutgers","57","30-26","17"
"","Texas A&M","65","43-21-1","17"
"","Texas","63","50-13","17"
"","Navy","51","30-21","17"
"","Wichita St.","60","41-19","17"
"","Wofford","55","17-38","17"
"","The Citadel","65","43-22","17"
"","Eastern Ky.","55","28-27","17"
"","Furman","56","19-37","17"
"","Hawaii","63","35-28","17"
"","Holy Cross","52","26-26","17"
"","Jackson St.","53","36-17","17"
"","Northwestern","56","24-32","17"
"103","Nicholls","56","27-29","16"
"","Kent St.","64","39-25","16"
"","Radford","55","29-26","16"
"","St. Bonaventure","48","17-31","16"
"","San Diego","59","37-22","16"
"","Santa Clara","54","23-31","16"
"","Savannah St.","50","24-26","16"
"","South Dakota St.","60","39-21","16"
"","UTSA","50","22-28","16"
"","Belmont","54","27-27","16"
"","Miami (OH)","56","28-28","16"
"","UAB","53","28-25","16"
"","Long Beach St.","55","23-32","16"
"","CSUN","56","29-27","16"
"","ETSU","60","32-28","16"
"","Kansas","59","31-27-1","16"
"","NC State","62","38-24","16"
"120","Charlotte","56","39-17","15"
"","Lamar University","61","35-26","15"
"","Rider","59","36-23","15"
"","Texas St.","60","38-22","15"
"","Troy","61","36-25","15"
"","Utah","51","23-28","15"
"","Washington St.","59","37-22","15"
"","Western Mich.","54","12-42","15"
"","Col. of Charleston","63","44-19","15"
"","Elon","62","38-24","15"
"","Minnesota","62","32-30","15"
"","Clemson","70","45-25","15"
"","Coppin St.","47","14-33","15"
"","Davidson","51","19-32","15"
"","Florida","64","47-17","15"
"","Illinois St.","56","32-24","15"
"","Indiana","55","28-27","15"
"","Pacific","54","31-23","15"
"138","South Carolina","70","54-16","14"
"","Georgia","53","16-37","14"
"","Southern Miss.","60","36-24","14"
"","Stanford","56","31-25","14"
"","Stony Brook","57","30-27","14"
"","Texas Tech","57","28-29","14"
"","Toledo","56","34-22","14"
"","FGCU","58","38-20","14"
"","Gardner-Webb","55","25-30","14"
"","App State","57","38-18-1","14"
"","Auburn","64","43-21","14"
"","UC Irvine","60","39-21","14"
"","UCLA","68","51-17","14"
"","Fla. Atlantic","61","37-24","14"
"152","N.C. A&T","57","31-26","13"
"","UMES","51","8-43","13"
"","Penn","41","21-20","13"
"","Saint Louis","62","33-29","13"
"","San Diego St.","56","28-28","13"
"","Stetson","58","27-31","13"
"","VMI","55","33-22","13"
"","Winthrop","57","27-30","13"
"","Ark.-Pine Bluff","53","19-34","13"
"","Mississippi St.","56","23-33","13"
"","Alabama","67","42-25","13"
"","Butler","50","21-29","13"
"","Canisius","60","39-21","13"
"","Cleveland St.","55","12-43","13"
"","Columbia","47","26-21","13"
"","Duke","56","29-27","13"
"","FDU","54","16-38","13"
"","George Mason","50","28-22","13"
"","Gonzaga","56","20-36","13"
"","Harvard","43","17-26","13"
"","Oklahoma St.","55","29-26","13"
"173","Morehead St.","50","24-25-1","12"
"","Massachusetts","46","19-27","12"
"","Ohio St.","51","28-23","12"
"","Oregon","64","40-24","12"
"","Southeastern La.","59","40-19","12"
"","Army West Point","45","28-17","12"
"","Wagner","57","26-31","12"
"","Yale","44","21-22-1","12"
"","Middle Tenn.","58","35-23","12"
"","Alabama A&M","49","17-32","12"
"","Ball St.","58","29-29","12"
"","FIU","61","36-25","12"
"","Georgetown","55","24-31","12"
"","Kansas St.","59","37-22","12"
"","Longwood","48","28-20","12"
"","Norfolk St.","51","21-29-1","12"
"189","UNCW","60","33-27","11"
"","Fairfield","50","18-32","11"
"","Samford","56","31-25","11"
"","Siena","54","27-27","11"
"","Southern California","60","28-32","11"
"","Tennessee Tech","56","31-25","11"
"","Western Caro.","59","37-21-1","11"
"","Central Ark.","55","19-35-1","11"
"","DBU","55","28-27","11"
"","High Point","60","31-29","11"
"","Arkansas","64","43-21","11"
"","Little Rock","54","29-25","11"
"","Bucknell","60","25-35","11"
"","Dayton","55","23-32","11"
"","Delaware","51","27-24","11"
"","Eastern Mich.","59","27-32","11"
"","Saint Mary's (CA)","52","19-32-1","11"
"206","Ole Miss","63","39-24","10"
"","Monmouth","49","22-27","10"
"","NJIT","57","13-44","10"
"","New York Tech","57","26-29-2","10"
"","Pepperdine","54","24-30","10"
"","Prairie View","47","12-35","10"
"","San Francisco","56","28-28","10"
"","South Alabama","59","32-27","10"
"","Southern Utah","54","18-36","10"
"","SFA","54","34-20","10"
"","Tennessee","56","30-26","10"
"","UT Arlington","60","29-31","10"
"","Tulane","56","32-24","10"
"","Mercer","62","38-24","10"
"","Sacramento St.","54","18-35-1","10"
"","Hartford","48","11-37","10"
"","Jacksonville","56","27-29","10"
"","Lafayette","45","15-30","10"
"","Liberty","61","42-19","10"
"","Manhattan","51","31-20","10"
"226","Missouri","55","29-26","9"
"","Notre Dame","54","22-32","9"
"","Old Dominion","54","24-30","9"
"","Quinnipiac","53","14-39","9"
"","Southeast Mo. St.","55","30-25","9"
"","Missouri St.","55","21-34","9"
"","UMBC","48","9-39","9"
"","Western Ill.","53","14-39","9"
"","Chicago St.","56","4-52","9"
"","Kentucky","56","31-25","9"
"","Lehigh","50","23-27","9"
"","Louisville","64","50-14","9"
"","Temple","51","14-37","9"
"239","Nebraska","54","27-27","8"
"","Louisiana Tech","57","27-30","8"
"","Oakland","57","23-34","8"
"","Ohio","55","20-35","8"
"","Oregon St.","56","32-24","8"
"","San Jose St.","60","23-37","8"
"","Southern Ill.","57","28-29","8"
"","Washington","56","28-28","8"
"","William & Mary","51","27-24","8"
"","Youngstown St.","56","22-34","8"
"","Akron","55","21-34","8"
"","Arkansas St.","58","30-28","8"
"","UC Davis","55","26-29","8"
"","Central Mich.","58","36-22","8"
"","Cornell","37","17-20","8"
"","Duquesne","56","16-40","8"
"","George Washington","54","26-28","8"
