 


  
  

NCAA Baseball
Division IBatting Average
Through Games 06/27/2017


"Rank","Name","G","W-L","AB","H","BA"
"","Eastern Ill.","56","21-35","91","1.63"
"184","High Point","53","30-23","86","1.62"
"185","VMI","58","24-34","94","1.62"
"186","Houston","63","42-21","102","1.62"
"187","Arkansas St.","55","28-27","89","1.62"
"","UAB","55","24-31","89","1.62"
"","Arizona St.","55","23-32","89","1.62"
"190","SFA","57","29-28","92","1.61"
"","Louisiana","57","35-21-1","92","1.61"
"192","Utah Valley","54","18-36","87","1.61"
"193","Pacific","53","18-35","85","1.60"
"194","FGCU","63","43-20","101","1.60"
"195","Indiana St.","55","29-26","88","1.60"
"","South Dakota St.","50","26-24","80","1.60"
"197","Coastal Carolina","57","37-19-1","91","1.60"
"198","Southeastern La.","59","37-22","94","1.59"
"","Ohio","59","31-28","94","1.59"
"","Michigan","59","42-17","94","1.59"
"201","Towson","54","20-34","86","1.59"
"202","TCU","68","50-18","108","1.59"
"203","N.C. A&T","53","28-25","84","1.58"
"","Holy Cross","53","24-29","84","1.58"
"","Longwood","53","19-34","84","1.58"
"206","South Carolina","60","35-25","95","1.58"
"207","Georgetown","55","27-28","87","1.58"
"208","UNC Asheville","57","25-32","90","1.58"
"","Oklahoma St.","57","30-27","90","1.58"
"210","Central Mich.","59","31-28","93","1.58"
"","George Mason","59","26-33","93","1.58"
"212","Cal Poly","56","28-28","88","1.57"
"213","FIU","58","31-27","91","1.57"
"214","Illinois","51","23-28","80","1.57"
"215","West Virginia","62","36-26","97","1.56"
"216","Oklahoma","59","35-24","92","1.56"
"217","Grambling","52","22-30","81","1.56"
"218","Xavier","61","34-27","95","1.56"
"219","Stetson","56","27-29","87","1.55"
"220","USC Upstate","55","24-31","85","1.55"
"221","Cal St. Fullerton","63","39-24","97","1.54"
"222","Creighton","49","24-25","75","1.53"
"223","Northwestern","57","27-30","87","1.53"
"224","Sacred Heart","59","23-36","90","1.53"
"225","Maryland","61","38-23","93","1.52"
"226","Florida","71","52-19","108","1.52"
"227","Siena","50","20-28-2","76","1.52"
"228","Chicago St.","52","11-41","79","1.52"
"229","UC Santa Barbara","56","24-32","85","1.52"
"230","Central Ark.","60","34-26","91","1.52"
"231","Eastern Mich.","62","27-35","94","1.52"
"232","Arkansas","64","45-19","97","1.52"
"233","Marist","55","32-23","83","1.51"
"234","Minnesota","57","36-21","86","1.51"
"235","Radford","59","27-32","89","1.51"
"","Samford","59","33-26","89","1.51"
"237","Ark.-Pine Bluff","46","15-31","69","1.50"
"","Purdue Fort Wayne","52","9-43","78","1.50"
"","Wagner","50","22-28","75","1.50"
"240","North Dakota St.","56","31-25","83","1.48"
"241","Tennessee","52","27-25","77","1.48"
"242","Ga. Southern","59","38-21","87","1.47"
"243","Southern California","55","21-34","81","1.47"
"244","La Salle","51","10-41","75","1.47"
"245","Bowling Green","49","15-34","72","1.47"
"246","Texas Southern","54","20-34","79","1.46"
"","Houston Christian","54","29-25","79","1.46"
"248","Long Beach St.","63","42-20-1","92","1.46"
"249","Brown","37","13-24","54","1.46"
"250","Saint Joseph's","46","21-25","67","1.46"
"251","Gonzaga","53","33-20","77","1.45"
"252","Fordham","51","27-24","74","1.45"
"253","Winthrop","58","34-24","84","1.45"
"254","Mount St. Mary's","47","8-39","68","1.45"
"255","Western Ill.","50","18-32","72","1.44"
"256","Buffalo","51","17-34","73","1.43"
"","Bradley","51","20-31","73","1.43"
"258","Seattle U","56","20-35-1","80","1.43"
"259","A&M-Corpus Christi","54","22-32","77","1.43"
"260","Dartmouth","40","22-17-1","57","1.43"
"261","Canisius","57","35-22","81","1.42"
"262","UT Arlington","55","30-25","78","1.42"
"263","CSU Bakersfield","56","32-24","79","1.41"
"264","UAlbany","52","26-26","73","1.40"
"265","Savannah St.","51","12-39","71","1.39"
"","The Citadel","51","16-35","71","1.39"
"","Butler","51","31-20","71","1.39"
"268","App State","55","19-36","76","1.38"
"","Youngstown St.","55","15-40","76","1.38"
"270","Portland","52","10-41-1","71","1.37"
"271","Georgia St.","55","22-33","75","1.36"
"","Dayton","55","20-35","75","1.36"
"273","Delaware St.","47","22-25","64","1.36"
"274","Boston College","53","25-28","72","1.36"
"275","Coppin St.","42","11-31","57","1.36"
"276","Princeton","41","12-28-1","55","1.34"
"277","Alcorn","45","12-33","60","1.33"
"278","Florida A&M","53","27-26","70","1.32"
"279","San Jose St.","55","19-35-1","72","1.31"
"","Oregon","55","30-25","72","1.31"
"281","Alabama A&M","57","12-45","74","1.30"
"282","Massachusetts","47","15-32","61","1.30"
"283","Army West Point","56","25-31","72","1.29"
"284","Penn St.","55","18-37","69","1.25"
"285","Fairfield","55","31-24","68","1.24"
"286","Villanova","47","14-33","57","1.21"
"287","Omaha","52","12-40","63","1.21"
"288","New York Tech","42","5-36-1","50","1.19"
"289","NIU","55","17-38","64","1.16"
"290","Prairie View","57","20-37","66","1.16"
"291","Iona","51","25-26","58","1.14"
"292","Miami (FL)","58","31-27","65","1.12"
"293","UMES","52","12-40","58","1.12"
"294","Mississippi Val.","41","7-34","45","1.10"
"295","Saint Peter's","38","0-38","38","1.00"
Reclassifying
"NR","Abilene Christian","56","13-43","111","1.98"
"NR","Grand Canyon","54","29-25","104","1.93"
"NR","UMass Lowell","48","22-26","84","1.75"
"NR","UIW","56","20-36","84","1.50"

NCAA Baseball
Division IDoubles
Through Games 06/27/2017


"Rank","Name","G","W-L","2B"
"1","Air Force","53","27-26","153"
"2","Kentucky","66","43-23","148"
"3","Tennessee Tech","62","41-21","144"
"4","DBU","63","42-21","143"
"5","New Mexico","58","30-27-1","141"
"6","Southern Miss.","66","50-16","140"
"","NC State","61","36-25","140"
"8","Louisiana Tech","56","36-20","137"
"9","Fresno St.","60","35-25","136"
"10","Texas Tech","62","45-17","133"
"","Arizona","59","38-21","133"
"12","Morehead St.","59","36-23","132"
"13","ETSU","59","30-29","130"
"","Old Dominion","58","37-21","130"
"15","Wake Forest","63","43-20","129"
"","San Diego St.","63","42-21","129"
"","UTSA","57","29-28","129"
"18","Belmont","60","31-29","128"
"19","Rice","64","33-31","127"
"20","Furman","61","33-28","125"
"21","Auburn","63","37-26","124"
"","Louisville","65","53-12","124"
"23","Mercer","56","39-17","123"
"24","BYU","59","38-21","122"
"25","Northern Ky.","58","25-33","121"
"26","Duke","58","30-28","120"
"","Stanford","58","42-16","120"
"","LSU","72","52-20","120"
"","New Mexico St.","57","35-22","120"
"","Murray St.","59","29-30","120"
"31","Clemson","63","42-21","119"
"","Georgia Tech","55","27-28","119"
"33","Florida St.","69","46-23","118"
"34","Mississippi St.","67","40-27","116"
"35","Southeast Mo. St.","55","29-26","115"
"","Austin Peay","58","28-30","115"
"","Memphis","59","30-29","115"
"","Oral Roberts","59","43-16","115"
"39","Vanderbilt","62","36-25-1","114"
"","South Alabama","61","40-21","114"
"","UCF","62","40-22","114"
"","Indiana","60","34-24-2","114"
"","South Fla.","61","42-19","114"
"44","Michigan St.","52","29-23","113"
"","Iowa","61","39-22","113"
"","Missouri St.","63","43-20","113"
"","Delaware","57","34-23","113"
"48","Virginia Tech","55","23-32","112"
"","San Diego","54","35-18-1","112"
"50","San Francisco","57","29-28","111"
"","Southern Ill.","57","27-30","111"
"","North Carolina","63","49-14","111"
"53","Saint Mary's (CA)","57","37-20","110"
"","Alabama St.","56","31-25","110"
"","Ball St.","58","30-28","110"
"","Eastern Ky.","56","24-32","110"
"","Texas A&M","64","41-23","110"
"","Saint Louis","57","35-22","110"
"59","Sam Houston","67","44-23","109"
"","Middle Tenn.","55","24-31","109"
"","Jackson St.","56","38-17-1","109"
"","Little Rock","55","21-34","109"
"","St. John's (NY)","55","42-13","109"
"","Elon","56","24-32","109"
"","Texas St.","59","29-30","109"
"","Tulane","58","27-31","109"
"","Cincinnati","58","28-30","109"
"68","Florida","71","52-19","108"
"","Lamar University","58","33-25","108"
"","Campbell","57","25-32","108"
"","Nebraska","58","35-22-1","108"
"","TCU","68","50-18","108"
"","Missouri","59","36-23","108"
"","Central Conn. St.","58","36-22","108"
"75","McNeese","57","37-20","107"
"","Yale","52","34-18","107"
"","Oregon St.","62","56-6","107"
"","UNLV","56","20-36","107"
"","Oakland","57","17-40","107"
"","Charlotte","58","34-24","107"
"81","Miami (OH)","56","22-34","106"
"","Kent St.","55","37-18","106"
"","Sacramento St.","61","32-29","106"
"","New Orleans","59","30-28-1","106"
"","Wright St.","59","38-21","106"
"","Texas","63","39-24","106"
"","UNC Greensboro","60","36-24","106"
"","Evansville","57","18-39","106"
"89","North Florida","57","33-24","105"
"","Washington St.","53","24-29","105"
"","Virginia","59","43-16","105"
"","UT Martin","55","25-30","105"
"93","Kansas","58","30-28","104"
"","Davidson","61","35-26","104"
"","Northwestern St.","54","20-34","104"
"","VCU","57","35-22","104"
"","Western Caro.","56","28-28","104"
"","Navy","54","37-17","104"
"99","Jacksonville","60","36-24","103"
"","Baylor","57","34-23","103"
"","Bethune-Cookman","61","36-25","103"
"","Richmond","53","17-36","103"
"","UNCW","59","30-29","103"
"","Northern Colo.","54","24-30","103"
"","Kennesaw St.","57","25-32","103"
"106","Fla. Atlantic","57","35-21-1","102"
"","Houston","63","42-21","102"
"","William & Mary","57","32-25","102"
"","East Carolina","60","32-28","102"
"","Lafayette","52","8-44","102"
"111","FGCU","63","43-20","101"
"","LMU (CA)","56","38-18","101"
"","Purdue","56","29-27","101"
"","Wofford","58","28-30","101"
"","Toledo","58","17-41","101"
"","Presbyterian","61","32-29","101"
"117","Lipscomb","56","28-28","100"
"","Illinois St.","56","16-40","100"
"","Notre Dame","58","26-32","100"
"","Valparaiso","53","24-29","100"
"","Wichita St.","58","28-30","100"
"","Liberty","55","32-23","100"
"123","Western Mich.","53","24-29","99"
"","California","54","25-29","99"
"","UIC","56","39-17","99"
"126","UConn","58","33-25","98"
"","UCLA","57","30-27","98"
"","Col. of Charleston","59","28-31","98"
"","Niagara","48","24-24","98"
"130","George Washington","58","31-27","97"
"","Arkansas","64","45-19","97"
"","Cal St. Fullerton","63","39-24","97"
"","Santa Clara","53","13-40","97"
"","Northeastern","54","29-25","97"
"","West Virginia","62","36-26","97"
"","Maine","54","25-29","97"
"137","Troy","56","31-25","96"
"","Pittsburgh","53","23-30","96"
"","Gardner-Webb","55","25-30","96"
"","Ole Miss","57","32-25","96"
"","Washington","54","28-26","96"
"","CSUN","55","26-29","96"
"143","Stony Brook","52","26-26","95"
"","Xavier","61","34-27","95"
"","South Carolina","60","35-25","95"
"","Hawaii","51","28-23","95"
"","Pepperdine","52","20-32","95"
"","Ohio St.","56","22-34","95"
"149","VMI","58","24-34","94"
"","Southeastern La.","59","37-22","94"
"","Eastern Mich.","62","27-35","94"
"","Bryant","55","29-26","94"
"","Nevada","55","19-36","94"
"","Michigan","59","42-17","94"
"","UMBC","48","23-25","94"
"","Marshall","54","25-29","94"
"","Georgia","57","25-32","94"
"","Ohio","59","31-28","94"
"159","Maryland","61","38-23","93"
"","Jacksonville St.","56","30-26","93"
"","N.C. Central","50","22-28","93"
"","George Mason","59","26-33","93"
"","Central Mich.","59","31-28","93"
"164","Long Beach St.","63","42-20-1","92"
"","SFA","57","29-28","92"
"","Nicholls","56","29-27","92"
"","UTRGV","54","26-28","92"
"","Oklahoma","59","35-24","92"
"","UC Riverside","54","22-32","92"
"","Manhattan","53","18-35","92"
"","Louisiana","57","35-21-1","92"
"","Seton Hall","53","29-24","92"
"","Rutgers","53","19-34","92"
"","Milwaukee","54","22-32","92"
"175","Bucknell","49","21-28","91"
"","UC Irvine","56","23-33","91"
"","Coastal Carolina","57","37-19-1","91"
"","Eastern Ill.","56","21-35","91"
"","Central Ark.","60","34-26","91"
"","Utah","51","27-24","91"
"","ULM","55","12-43","91"
"","FIU","58","31-27","91"
"183","Sacred Heart","59","23-36","90"
"","Kansas St.","55","29-26","90"
"","Alabama","54","19-34-1","90"
"","Western Ky.","55","16-39","90"
"","UNC Asheville","57","25-32","90"
"","Oklahoma St.","57","30-27","90"
"","James Madison","51","24-27","90"
"190","Radford","59","27-32","89"
"","SIUE","52","23-29","89"
"","Arkansas St.","55","28-27","89"
"","Arizona St.","55","23-32","89"
"","UAB","55","24-31","89"
"","Samford","59","33-26","89"
"196","UC Davis","51","21-30","88"
"","Lehigh","50","21-29","88"
"","Cal Poly","56","28-28","88"
"","Penn","45","23-22","88"
"","Indiana St.","55","29-26","88"
"","Binghamton","43","30-13","88"
"","Rhode Island","53","31-22","88"
"203","Stetson","56","27-29","87"
"","Northwestern","57","27-30","87"
"","Quinnipiac","50","18-32","87"
"","Rider","53","24-28-1","87"
"","Utah Valley","54","18-36","87"
"","Georgetown","55","27-28","87"
"","Ga. Southern","59","38-21","87"
"","Hofstra","51","14-37","87"
"211","Towson","54","20-34","86"
"","Hartford","50","20-30","86"
"","Minnesota","57","36-21","86"
"","High Point","53","30-23","86"
"215","USC Upstate","55","24-31","85"
"","NJIT","49","9-40","85"
"","FDU","46","12-34","85"
"","LIU","50","22-28","85"
"","UC Santa Barbara","56","24-32","85"
"","Pacific","53","18-35","85"
"221","Winthrop","58","34-24","84"
"","N.C. A&T","53","28-25","84"
"","Charleston So.","51","22-29","84"
"","Longwood","53","19-34","84"
"","Holy Cross","53","24-29","84"
"226","Marist","55","32-23","83"
"","North Dakota St.","56","31-25","83"
"228","St. Bonaventure","48","26-22","82"
"229","Southern California","55","21-34","81"
"","Canisius","57","35-22","81"
"","Grambling","52","22-30","81"
"","Norfolk St.","48","26-22","81"
"233","Seattle U","56","20-35-1","80"
"","South Dakota St.","50","26-24","80"
"","Cornell","38","21-17","80"
"","Illinois","51","23-28","80"
"","Monmouth","48","20-28","80"
"238","Texas Southern","54","20-34","79"
"","Chicago St.","52","11-41","79"
"","CSU Bakersfield","56","32-24","79"
"","Houston Christian","54","29-25","79"
"242","Southern U.","44","17-27","78"
"","Purdue Fort Wayne","52","9-43","78"
"","UT Arlington","55","30-25","78"
"245","Tennessee","52","27-25","77"
"","Gonzaga","53","33-20","77"
"","A&M-Corpus Christi","54","22-32","77"
"248","Youngstown St.","55","15-40","76"
"","App State","55","19-36","76"
"","Harvard","42","19-23","76"
"","Siena","50","20-28-2","76"
"252","Wagner","50","22-28","75"
"","Georgia St.","55","22-33","75"
"","Dayton","55","20-35","75"
"","Columbia","41","18-23","75"
"","Creighton","49","24-25","75"
"","La Salle","51","10-41","75"
"258","Alabama A&M","57","12-45","74"
"","Fordham","51","27-24","74"
"260","UAlbany","52","26-26","73"
"","Buffalo","51","17-34","73"
"","Bradley","51","20-31","73"
"263","Army West Point","56","25-31","72"
"","Western Ill.","50","18-32","72"
"","Bowling Green","49","15-34","72"
"","San Jose St.","55","19-35-1","72"
"","Boston College","53","25-28","72"
"","Oregon","55","30-25","72"
"269","Portland","52","10-41-1","71"
"","The Citadel","51","16-35","71"
"","Butler","51","31-20","71"
"","Savannah St.","51","12-39","71"
"273","Florida A&M","53","27-26","70"
"274","Penn St.","55","18-37","69"
"","Ark.-Pine Bluff","46","15-31","69"
"276","Fairfield","55","31-24","68"
"","Mount St. Mary's","47","8-39","68"
"278","Saint Joseph's","46","21-25","67"
"279","Prairie View","57","20-37","66"
"280","Miami (FL)","58","31-27","65"
"281","Delaware St.","47","22-25","64"
"","NIU","55","17-38","64"
"283","Omaha","52","12-40","63"
"284","Massachusetts","47","15-32","61"
"285","Alcorn","45","12-33","60"
"286","Iona","51","25-26","58"
"","UMES","52","12-40","58"
"288","Villanova","47","14-33","57"
"","Dartmouth","40","22-17-1","57"
"","Coppin St.","42","11-31","57"
"291","Princeton","41","12-28-1","55"
"292","Brown","37","13-24","54"
"293","New York Tech","42","5-36-1","50"
"294","Mississippi Val.","41","7-34","45"
"295","Saint Peter's","38","0-38","38"
Reclassifying
"NR","Abilene Christian","56","13-43","111"
"NR","Grand Canyon","54","29-25","104"
"NR","UIW","56","20-36","84"
"NR","UMass Lowell","48","22-26","84"

NCAA Baseball
Division ITriples Per Game
Through Games 06/27/2017


"Rank","Name","G","W-L","3B","PG"
"1","UNC Greensboro","60","36-24","33","0.55"
"2","New Mexico St.","57","35-22","31","0.54"
"3","Northeastern","54","29-25","26","0.48"
"4","Navy","54","37-17","25","0.46"
"5","Wright St.","59","38-21","26","0.44"
"6","Delaware","57","34-23","24","0.42"
"7","Texas Tech","62","45-17","26","0.42"
"8","Sam Houston","67","44-23","28","0.42"
"9","Houston","63","42-21","26","0.41"
"10","A&M-Corpus Christi","54","22-32","22","0.41"
"","UC Riverside","54","22-32","22","0.41"
"12","Stony Brook","52","26-26","21","0.40"
"13","Arizona St.","55","23-32","22","0.40"
"14","Fresno St.","60","35-25","23","0.38"
"15","St. John's (NY)","55","42-13","21","0.38"
"16","Wagner","50","22-28","19","0.38"
"17","New Mexico","58","30-27-1","22","0.38"
"","Central Conn. St.","58","36-22","22","0.38"
"19","Central Ark.","60","34-26","22","0.37"
"20","Bryant","55","29-26","20","0.36"
"21","Bethune-Cookman","61","36-25","22","0.36"
"22","Air Force","53","27-26","19","0.36"
"23","Ohio St.","56","22-34","20","0.36"
"","CSU Bakersfield","56","32-24","20","0.36"
"","UNLV","56","20-36","20","0.36"
"26","Canisius","57","35-22","20","0.35"
"","Minnesota","57","36-21","20","0.35"
"","Louisiana","57","35-21-1","20","0.35"
"29","Cal St. Fullerton","63","39-24","22","0.35"
"","Long Beach St.","63","42-20-1","22","0.35"
"31","Southeast Mo. St.","55","29-26","19","0.35"
"32","Illinois St.","56","16-40","19","0.34"
"33","North Carolina","63","49-14","21","0.33"
"34","Texas A&M","64","41-23","21","0.33"
"35","Toledo","58","17-41","19","0.33"
"36","Dartmouth","40","22-17-1","13","0.33"
"37","Brown","37","13-24","12","0.32"
"38","Cal Poly","56","28-28","18","0.32"
"","LMU (CA)","56","38-18","18","0.32"
"40","Manhattan","53","18-35","17","0.32"
"","Seton Hall","53","29-24","17","0.32"
"","Longwood","53","19-34","17","0.32"
"43","McNeese","57","37-20","18","0.32"
"44","Utah","51","27-24","16","0.31"
"45","Sacramento St.","61","32-29","19","0.31"
"46","Wichita St.","58","28-30","18","0.31"
"","Charlotte","58","34-24","18","0.31"
"48","Southeastern La.","59","37-22","18","0.31"
"","Virginia","59","43-16","18","0.31"
"","Michigan","59","42-17","18","0.31"
"51","Jackson St.","56","38-17-1","17","0.30"
"","Eastern Ill.","56","21-35","17","0.30"
"53","LIU","50","22-28","15","0.30"
"54","Oklahoma St.","57","30-27","17","0.30"
"","Prairie View","57","20-37","17","0.30"
"56","UTRGV","54","26-28","16","0.30"
"","Milwaukee","54","22-32","16","0.30"
"58","La Salle","51","10-41","15","0.29"
"59","Ball St.","58","30-28","17","0.29"
"60","Louisville","65","53-12","19","0.29"
"61","Norfolk St.","48","26-22","14","0.29"
"62","Nevada","55","19-36","16","0.29"
"63","West Virginia","62","36-26","18","0.29"
"","Oregon St.","62","56-6","18","0.29"
"65","Cornell","38","21-17","11","0.29"
"66","Sacred Heart","59","23-36","17","0.29"
"","Arizona","59","38-21","17","0.29"
"68","DBU","63","42-21","18","0.29"
"","Harvard","42","19-23","12","0.29"
"","Bucknell","49","21-28","14","0.29"
"71","Rutgers","53","19-34","15","0.28"
"72","Hartford","50","20-30","14","0.28"
"73","UConn","58","33-25","16","0.28"
"74","UCF","62","40-22","17","0.27"
"","Vanderbilt","62","36-25-1","17","0.27"
"76","Indiana St.","55","29-26","15","0.27"
"","UT Martin","55","25-30","15","0.27"
"","USC Upstate","55","24-31","15","0.27"
"","Georgetown","55","27-28","15","0.27"
"80","FGCU","63","43-20","17","0.27"
"81","UC Santa Barbara","56","24-32","15","0.27"
"82","Southern Ill.","57","27-30","15","0.26"
"83","Utah Valley","54","18-36","14","0.26"
"84","Wofford","58","28-30","15","0.26"
"","Cincinnati","58","28-30","15","0.26"
"86","Southern Miss.","66","50-16","17","0.26"
"87","Villanova","47","14-33","12","0.26"
"88","James Madison","51","24-27","13","0.25"
"","Buffalo","51","17-34","13","0.25"
"","Bradley","51","20-31","13","0.25"
"91","Arkansas St.","55","28-27","14","0.25"
"","NIU","55","17-38","14","0.25"
"93","Oklahoma","59","35-24","15","0.25"
"","Morehead St.","59","36-23","15","0.25"
"","New Orleans","59","30-28-1","15","0.25"
"","BYU","59","38-21","15","0.25"
"97","Miami (OH)","56","22-34","14","0.25"
"","Tennessee","52","27-25","13","0.25"
"","St. Bonaventure","48","26-22","12","0.25"
"","Lafayette","52","8-44","13","0.25"
"","Purdue Fort Wayne","52","9-43","13","0.25"
"102","Maryland","61","38-23","15","0.25"
"103","UTSA","57","29-28","14","0.25"
"","Baylor","57","34-23","14","0.25"
"105","Pittsburgh","53","23-30","13","0.25"
"","N.C. A&T","53","28-25","13","0.25"
"107","Creighton","49","24-25","12","0.24"
"108","VMI","58","24-34","14","0.24"
"","Notre Dame","58","26-32","14","0.24"
"","Austin Peay","58","28-30","14","0.24"
"111","Texas Southern","54","20-34","13","0.24"
"112","Western Ill.","50","18-32","12","0.24"
"113","Central Mich.","59","31-28","14","0.24"
"114","Southern California","55","21-34","13","0.24"
"","UAB","55","24-31","13","0.24"
"","Oregon","55","30-25","13","0.24"
"","Kent St.","55","37-18","13","0.24"
"118","Fordham","51","27-24","12","0.24"
"","Hawaii","51","28-23","12","0.24"
"120","Rice","64","33-31","15","0.23"
"121","Purdue","56","29-27","13","0.23"
"","Army West Point","56","25-31","13","0.23"
"123","UAlbany","52","26-26","12","0.23"
"124","South Fla.","61","42-19","14","0.23"
"","Furman","61","33-28","14","0.23"
"126","Rider","53","24-28-1","12","0.23"
"127","Mississippi St.","67","40-27","15","0.22"
"128","San Diego St.","63","42-21","14","0.22"
"","Maine","54","25-29","12","0.22"
"","Houston Christian","54","29-25","12","0.22"
"","Washington","54","28-26","12","0.22"
"132","ETSU","59","30-29","13","0.22"
"133","Columbia","41","18-23","9","0.22"
"134","Western Ky.","55","16-39","12","0.22"
"","Kansas St.","55","29-26","12","0.22"
"","Virginia Tech","55","23-32","12","0.22"
"","Youngstown St.","55","15-40","12","0.22"
"138","Ark.-Pine Bluff","46","15-31","10","0.22"
"139","Illinois","51","23-28","11","0.22"
"140","Lipscomb","56","28-28","12","0.21"
"","Seattle U","56","20-35-1","12","0.21"
"142","NC State","61","36-25","13","0.21"
"143","Northwestern","57","27-30","12","0.21"
"","Oakland","57","17-40","12","0.21"
"145","Binghamton","43","30-13","9","0.21"
"146","Valparaiso","53","24-29","11","0.21"
"","Washington St.","53","24-29","11","0.21"
"148","Old Dominion","58","37-21","12","0.21"
"149","Auburn","63","37-26","13","0.21"
"150","Southern U.","44","17-27","9","0.20"
"151","Arkansas","64","45-19","13","0.20"
"152","Lehigh","50","21-29","10","0.20"
"","UT Arlington","55","30-25","11","0.20"
"","San Jose St.","55","19-35-1","11","0.20"
"155","South Alabama","61","40-21","12","0.20"
"","Xavier","61","34-27","12","0.20"
"157","North Dakota St.","56","31-25","11","0.20"
"","Louisiana Tech","56","36-20","11","0.20"
"","Western Caro.","56","28-28","11","0.20"
"160","Iona","51","25-26","10","0.20"
"","Savannah St.","51","12-39","10","0.20"
"162","San Francisco","57","29-28","11","0.19"
"","William & Mary","57","32-25","11","0.19"
"","Saint Louis","57","35-22","11","0.19"
"165","Duke","58","30-28","11","0.19"
"166","Western Mich.","53","24-29","10","0.19"
"","Richmond","53","17-36","10","0.19"
"168","Monmouth","48","20-28","9","0.19"
"169","Oral Roberts","59","43-16","11","0.19"
"","Murray St.","59","29-30","11","0.19"
"","Missouri","59","36-23","11","0.19"
"","Texas St.","59","29-30","11","0.19"
"","Samford","59","33-26","11","0.19"
"","Radford","59","27-32","11","0.19"
"175","Georgia Tech","55","27-28","10","0.18"
"","Liberty","55","32-23","10","0.18"
"","Fairfield","55","31-24","10","0.18"
"","Little Rock","55","21-34","10","0.18"
"","Penn St.","55","18-37","10","0.18"
"180","Troy","56","31-25","10","0.18"
"","Jacksonville St.","56","30-26","10","0.18"
"182","Alcorn","45","12-33","8","0.18"
"183","Tennessee Tech","62","41-21","11","0.18"
"184","TCU","68","50-18","12","0.18"
"","Charleston So.","51","22-29","9","0.18"
"186","Campbell","57","25-32","10","0.18"
"","Coastal Carolina","57","37-19-1","10","0.18"
"188","Saint Joseph's","46","21-25","8","0.17"
"189","Michigan St.","52","29-23","9","0.17"
"190","Winthrop","58","34-24","10","0.17"
"","Miami (FL)","58","31-27","10","0.17"
"192","George Mason","59","26-33","10","0.17"
"","UNCW","59","30-29","10","0.17"
"","Col. of Charleston","59","28-31","10","0.17"
"195","Niagara","48","24-24","8","0.17"
"","Towson","54","20-34","9","0.17"
"","Northern Colo.","54","24-30","9","0.17"
"","California","54","25-29","9","0.17"
"","LSU","72","52-20","12","0.17"
"","Northwestern St.","54","20-34","9","0.17"
"","East Carolina","60","32-28","10","0.17"
"202","Presbyterian","61","32-29","10","0.16"
"203","Georgia St.","55","22-33","9","0.16"
"204","Nicholls","56","29-27","9","0.16"
"205","Siena","50","20-28-2","8","0.16"
"206","Florida St.","69","46-23","11","0.16"
"207","Kennesaw St.","57","25-32","9","0.16"
"","Saint Mary's (CA)","57","37-20","9","0.16"
"209","Penn","45","23-22","7","0.16"
"210","Stanford","58","42-16","9","0.16"
"","Nebraska","58","35-22-1","9","0.16"
"212","SIUE","52","23-29","8","0.15"
"","Chicago St.","52","11-41","8","0.15"
"214","Ohio","59","31-28","9","0.15"
"215","Kentucky","66","43-23","10","0.15"
"216","Indiana","60","34-24-2","9","0.15"
"","Belmont","60","31-29","9","0.15"
"218","Marshall","54","25-29","8","0.15"
"219","Iowa","61","39-22","9","0.15"
"220","Princeton","41","12-28-1","6","0.15"
"221","UMBC","48","23-25","7","0.15"
"222","Middle Tenn.","55","24-31","8","0.15"
"","CSUN","55","26-29","8","0.15"
"","ULM","55","12-43","8","0.15"
"225","Eastern Mich.","62","27-35","9","0.15"
"226","UIC","56","39-17","8","0.14"
"","New York Tech","42","5-36-1","6","0.14"
"","NJIT","49","9-40","7","0.14"
"","Stetson","56","27-29","8","0.14"
"","UC Irvine","56","23-33","8","0.14"
"231","North Florida","57","33-24","8","0.14"
"","UNC Asheville","57","25-32","8","0.14"
"233","Kansas","58","30-28","8","0.14"
"234","UC Davis","51","21-30","7","0.14"
"","Butler","51","31-20","7","0.14"
"","The Citadel","51","16-35","7","0.14"
"237","Memphis","59","30-29","8","0.14"
"238","Portland","52","10-41-1","7","0.13"
"","Grambling","52","22-30","7","0.13"
"","Omaha","52","12-40","7","0.13"
"","Yale","52","34-18","7","0.13"
"242","South Carolina","60","35-25","8","0.13"
"243","Rhode Island","53","31-22","7","0.13"
"244","Mount St. Mary's","47","8-39","6","0.13"
"245","App State","55","19-36","7","0.13"
"246","Alabama St.","56","31-25","7","0.13"
"","Eastern Ky.","56","24-32","7","0.13"
"248","Alabama A&M","57","12-45","7","0.12"
"249","FIU","58","31-27","7","0.12"
"","Tulane","58","27-31","7","0.12"
"","George Washington","58","31-27","7","0.12"
"252","N.C. Central","50","22-28","6","0.12"
"253","Hofstra","51","14-37","6","0.12"
"254","Pepperdine","52","20-32","6","0.12"
"255","Santa Clara","53","13-40","6","0.11"
"","Boston College","53","25-28","6","0.11"
"257","Clemson","63","42-21","7","0.11"
"","Alabama","54","19-34-1","6","0.11"
"259","Marist","55","32-23","6","0.11"
"260","FDU","46","12-34","5","0.11"
"261","Delaware St.","47","22-25","5","0.11"
"262","SFA","57","29-28","6","0.11"
"","Fla. Atlantic","57","35-21-1","6","0.11"
"","Georgia","57","25-32","6","0.11"
"265","Northern Ky.","58","25-33","6","0.10"
"266","Ga. Southern","59","38-21","6","0.10"
"267","South Dakota St.","50","26-24","5","0.10"
"268","Mississippi Val.","41","7-34","4","0.10"
"269","UMES","52","12-40","5","0.10"
