 


  
  

NCAA Baseball
Division IBatting Average
Through Games 06/24/2015


"Rank","Name","G","W-L","AB","H","BA"
"272","Southern Ill.","58","12-46","7","0.12"
"273","New Mexico St.","50","11-38-1","6","0.12"
"274","Wagner","51","27-23-1","6","0.12"
"275","Gardner-Webb","53","22-31","6","0.11"
"276","Washington","54","29-25","6","0.11"
"277","Niagara","47","13-32-2","5","0.11"
"278","N.C. Central","49","19-30","5","0.10"
"279","Georgetown","53","25-28","5","0.09"
"280","Mount St. Mary's","43","12-31","4","0.09"
"281","Northwestern","54","18-36","5","0.09"
"282","Florida St.","65","44-21","6","0.09"
"283","Ole Miss","58","30-28","5","0.09"
"284","Coastal Carolina","60","39-21","5","0.08"
"285","Little Rock","49","16-33","4","0.08"
"286","Western Ill.","50","17-33","4","0.08"
"287","Maine","52","24-28","4","0.08"
"288","Wake Forest","53","27-26","4","0.08"
"289","Coppin St.","43","3-38-2","3","0.07"
"290","New York Tech","44","14-30","3","0.07"
"291","FDU","47","21-26","3","0.06"
"292","Florida A&M","48","23-25","3","0.06"
"293","Holy Cross","50","24-26","3","0.06"
"294","Monmouth","46","22-24","2","0.04"
"295","Yale","38","15-23","1","0.03"
Reclassifying
"NR","UIW","54","21-33","14","0.26"
"NR","UMass Lowell","43","17-26","10","0.23"
"NR","Grand Canyon","54","32-22","11","0.20"
"NR","Abilene Christian","55","17-38","10","0.18"
"NR","Omaha","52","21-31","7","0.13"
"NR","Northern Ky.","51","17-34","3","0.06"

NCAA Baseball
Division ITriples
Through Games 06/24/2015


"Rank","Name","G","W-L","3B"
"1","Navy","57","37-20","36"
"2","Stony Brook","52","35-16-1","29"
"3","Vanderbilt","72","51-21","28"
"4","Miami (OH)","52","13-39","27"
"","Creighton","51","32-19","27"
"6","James Madison","51","18-33","26"
"7","Bryant","54","29-25","25"
"","Pittsburgh","52","20-32","25"
"","Milwaukee","59","39-20","25"
"","Canisius","64","34-30","25"
"11","Florida","70","52-18","24"
"","New Mexico","59","32-27","24"
"","Cal Poly","54","27-27","24"
"14","Prairie View","51","15-36","23"
"","LSU","66","54-12","23"
"16","Fla. Atlantic","61","42-19","22"
"","Miami (FL)","67","50-17","22"
"","Houston","63","43-20","22"
"19","Kansas St.","57","27-30","21"
"","Oregon St.","58","39-18-1","21"
"","Murray St.","56","16-40","21"
"","A&M-Corpus Christi","53","26-27","21"
"23","Indiana","59","35-24","20"
"","Jackson St.","57","32-25","20"
"","Alabama","60","32-28","20"
"","Arizona","55","31-24","20"
"","Texas Southern","50","31-19","20"
"","Utah Valley","54","19-35","20"
"","Wofford","61","39-22","20"
"","Morehead St.","60","38-22","20"
"","Central Mich.","57","35-22","20"
"32","Liberty","56","33-23","19"
"","CSU Bakersfield","62","37-24-1","19"
"","California","57","36-21","19"
"","Delaware","50","26-24","19"
"","Seattle U","58","31-27","19"
"","Southern U.","43","20-23","19"
"","Winthrop","59","40-19","19"
"","Maryland","66","42-24","19"
"","Nicholls","54","34-19-1","19"
"","Oregon","63","38-25","19"
"","Southeast Mo. St.","59","36-23","19"
"","Texas","57","30-27","19"
"44","Arkansas","65","40-25","18"
"","Auburn","62","36-26","18"
"","Ball St.","58","33-25","18"
"","Cal St. Fullerton","64","39-25","18"
"","Rutgers","55","19-35-1","18"
"","North Florida","61","45-16","18"
"","Western Mich.","52","22-30","18"
"","Rhode Island","52","26-25-1","18"
"","UC Davis","57","30-26-1","18"
"53","ETSU","56","21-35","17"
"","Gonzaga","52","24-28","17"
"","UCLA","61","45-16","17"
"","Lipscomb","59","39-20","17"
"","Oklahoma St.","58","38-20","17"
"","Washington St.","56","29-27","17"
"","Notre Dame","60","37-23","17"
"","Ohio St.","55","35-20","17"
"","Belmont","58","29-29","17"
"62","Evansville","53","29-24","16"
"","Southeastern La.","59","42-17","16"
"","Georgia St.","57","30-27","16"
"","Houston Christian","55","28-27","16"
"","Iowa","59","41-18","16"
"","Alcorn","56","16-40","16"
"","Arizona St.","58","35-23","16"
"","Binghamton","43","17-24-2","16"
"","Sacramento St.","60","33-27","16"
"","Delaware St.","45","16-29","16"
"","Wright St.","60","43-17","16"
"","Col. of Charleston","60","45-15","16"
"","DBU","61","46-15","16"
"","Memphis","58","37-21","16"
"","Michigan","64","39-25","16"
"","UNLV","56","25-31","16"
"","Nevada","56","41-15","16"
"","ULM","54","25-29","16"
"","Santa Clara","54","26-28","16"
"","Fordham","54","22-32","16"
"82","George Mason","51","23-27-1","15"
"","Tennessee","50","24-26","15"
"","Purdue Fort Wayne","54","28-26","15"
"","La Salle","52","24-27-1","15"
"","Alabama St.","50","31-19","15"
"","Fresno St.","59","31-28","15"
"","UC Santa Barbara","58","40-17-1","15"
"","UCF","58","31-27","15"
"","Dartmouth","43","21-22","15"
"","Duke","53","31-22","15"
"","Central Ark.","53","29-24","15"
"","Virginia","68","44-24","15"
"","Wichita St.","59","26-33","15"
"","Marist","47","19-27-1","15"
"","Samford","58","32-26","15"
"","South Alabama","57","37-20","15"
"","South Carolina","57","32-25","15"
"","Indiana St.","54","28-26","15"
"100","George Washington","54","32-22","14"
"","Texas Tech","55","31-24","14"
"","Illinois","61","50-10-1","14"
"","Bradley","57","36-21","14"
"","Buffalo","51","16-35","14"
"","High Point","55","29-26","14"
"","USC Upstate","53","15-38","14"
"","Virginia Tech","54","27-27","14"
"","Missouri","58","30-28","14"
"","UNCW","59","41-18","14"
"","Oklahoma","61","34-27","14"
"","Rice","59","37-22","14"
"","Missouri St.","61","49-12","14"
"","SFA","51","17-34","14"
"","Stetson","59","29-30","14"
"","Georgia","54","26-28","14"
"116","Iona","53","20-33","13"
"","TCU","66","51-15","13"
"","Lamar University","52","21-31","13"
"","Louisville","65","47-18","13"
"","UAB","58","33-25","13"
"","Long Beach St.","54","28-26","13"
"","Clemson","61","32-29","13"
"","Troy","55","30-25","13"
"","Air Force","52","23-29","13"
"","Villanova","50","22-28","13"
"","VCU","65","40-25","13"
"","North Carolina","58","34-24","13"
"","UNC Greensboro","50","23-27","13"
"","Nebraska","57","34-23","13"
"","NC State","59","36-23","13"
"","Northwestern St.","54","31-23","13"
"","Pacific","51","14-37","13"
"","Pepperdine","61","32-29","13"
"","Seton Hall","50","25-25","13"
"","South Fla.","61","34-26-1","13"
"","Southern California","60","39-21","13"
"","Louisiana","65","42-23","13"
"","Texas A&M","64","50-14","13"
"","Jacksonville St.","57","30-27","13"
"140","Kansas","55","23-32","12"
"","San Diego St.","64","41-23","12"
"","Alabama A&M","57","26-31","12"
"","UC Riverside","55","15-40","12"
"","Columbia","51","34-17","12"
"","Tulane","60","35-25","12"
"","Manhattan","52","18-34","12"
"","Michigan St.","57","34-23","12"
"","Middle Tenn.","59","32-27","12"
"","Norfolk St.","43","27-16","12"
"","Northeastern","55","25-30","12"
"","Penn St.","48","18-30","12"
"","Radford","61","45-16","12"
"","Richmond","53","28-25","12"
"","Saint Mary's (CA)","55","28-27","12"
"","Kent St.","53","31-22","12"
"156","Grambling","50","11-39","11"
"","Stanford","56","24-32","11"
"","Lehigh","56","25-31","11"
"","UAlbany","42","14-28","11"
"","Austin Peay","51","25-26","11"
"","Baylor","55","23-32","11"
"","Xavier","53","15-38","11"
"","Army West Point","47","21-26","11"
"","UMBC","54","34-20","11"
"","Minnesota","51","21-30","11"
"","North Dakota","51","24-27","11"
"","Northern Colo.","48","16-32","11"
"","UTRGV","52","21-30-1","11"
"","Quinnipiac","56","29-27","11"
"","Saint Joseph's","49","21-28","11"
"","San Diego","55","33-22","11"
"","South Dakota St.","56","33-23","11"
"","Hartford","54","23-31","11"
"174","Furman","58","25-33","10"
"","Hawaii","53","21-32","10"
"","Kentucky","55","30-25","10"
"","Longwood","56","22-34","10"
"","Akron","58","28-30","10"
"","App State","53","17-36","10"
"","Bethune-Cookman","59","19-40","10"
"","Boston College","54","27-27","10"
"","CSUN","57","33-24","10"
"","UC Irvine","56","33-23","10"
"","Campbell","57","32-25","10"
"","UConn","60","35-25","10"
"","Youngstown St.","50","16-34","10"
"","Elon","54","25-29","10"
"","UTSA","58","33-25","10"
"","Towson","54","17-35-2","10"
"","Western Ky.","52","24-28","10"
"","Mississippi Val.","44","7-36-1","10"
"","UNC Asheville","55","21-34","10"
"","N.C. A&T","46","10-36","10"
"","Ohio","57","36-21","10"
"","St. John's (NY)","57","41-16","10"
"","Saint Peter's","49","10-38-1","10"
"","San Francisco","54","23-31","10"
"","UT Arlington","56","24-32","10"
"199","Ga. Southern","57","30-27","9"
"","Texas St.","57","24-32-1","9"
"","Jacksonville","56","26-30","9"
"","LIU","51","16-35","9"
"","BYU","53","28-25","9"
"","Bucknell","46","24-22","9"
"","Cincinnati","56","15-41","9"
"","East Carolina","62","40-22","9"
"","Presbyterian","55","27-28","9"
"","Toledo","58","25-33","9"
"","Utah","53","16-36-1","9"
"","VMI","51","21-30","9"
"","West Virginia","54","27-27","9"
"","Western Caro.","51","21-30","9"
"","McNeese","57","32-25","9"
"","Mercer","58","35-23","9"
"","North Dakota St.","51","20-31","9"
"","SIUE","50","20-30","9"
"","Georgia Tech","55","32-23","9"
"218","Eastern Mich.","55","20-35","8"
"","UT Martin","52","17-35","8"
"","Hofstra","48","19-29","8"
"","UIC","52","29-22-1","8"
"","Lafayette","42","14-27-1","8"
"","LMU (CA)","55","33-21-1","8"
"","Arkansas St.","57","27-30","8"
"","Bowling Green","54","25-29","8"
"","Butler","53","23-30","8"
"","Central Conn. St.","48","17-31","8"
"","Chicago St.","54","13-40-1","8"
"","The Citadel","58","28-30","8"
"","Davidson","50","28-22","8"
"","William & Mary","52","22-30","8"
"","Mississippi St.","54","24-30","8"
"","Charlotte","48","19-29","8"
"","NJIT","48","24-23-1","8"
"","NIU","55","22-33","8"
"","Old Dominion","56","27-29","8"
"","Oral Roberts","57","41-16","8"
"","Portland","54","12-42","8"
"","Purdue","54","20-34","8"
"","Rider","50","28-22","8"
"","Sacred Heart","56","23-32-1","8"
"","St. Bonaventure","47","16-29-2","8"
"","Saint Louis","56","35-21","8"
"","Sam Houston","59","31-28","8"
"","San Jose St.","57","13-44","8"
"","Siena","51","23-28","8"
"","Southern Miss.","55","36-18-1","8"
"","Tennessee Tech","55","26-29","8"
"","FIU","61","30-31","8"
"250","Eastern Ky.","50","21-29","7"
"","Southern Ill.","58","12-46","7"
"","Louisiana Tech","52","25-27","7"
"","Charleston So.","53","23-30","7"
"","Brown","39","11-28","7"
"","Dayton","54","16-38","7"
"","FGCU","57","30-26-1","7"
"","Kennesaw St.","56","28-28","7"
"","Valparaiso","53","22-31","7"
"","Marshall","52","20-32","7"
"","UMES","49","16-33","7"
"","New Orleans","54","14-40","7"
"","Oakland","49","10-39","7"
"","Princeton","39","7-32","7"
"","Savannah St.","54","21-33","7"
"","Illinois St.","54","27-27","7"
"266","Eastern Ill.","49","13-36","6"
"","Fairfield","49","17-32","6"
"","Florida St.","65","44-21","6"
"","Harvard","42","18-24","6"
"","Gardner-Webb","53","22-31","6"
"","Penn","37","22-15","6"
"","Wagner","51","27-23-1","6"
"","Washington","54","29-25","6"
"","Massachusetts","43","16-27","6"
"","New Mexico St.","50","11-38-1","6"
"","Ark.-Pine Bluff","40","24-16","6"
"277","Georgetown","53","25-28","5"
"","Coastal Carolina","60","39-21","5"
"","Cornell","40","13-27","5"
"","Northwestern","54","18-36","5"
"","Niagara","47","13-32-2","5"
"","N.C. Central","49","19-30","5"
"","Ole Miss","58","30-28","5"
"284","Little Rock","49","16-33","4"
"","Wake Forest","53","27-26","4"
"","Mount St. Mary's","43","12-31","4"
"","Maine","52","24-28","4"
"","Western Ill.","50","17-33","4"
"289","FDU","47","21-26","3"
"","Florida A&M","48","23-25","3"
"","Coppin St.","43","3-38-2","3"
"","New York Tech","44","14-30","3"
"","Holy Cross","50","24-26","3"
"294","Monmouth","46","22-24","2"
"295","Yale","38","15-23","1"
Reclassifying
"NR","UIW","54","21-33","14"
"NR","Grand Canyon","54","32-22","11"
"NR","UMass Lowell","43","17-26","10"
"NR","Abilene Christian","55","17-38","10"
"NR","Omaha","52","21-31","7"
"NR","Northern Ky.","51","17-34","3"

NCAA Baseball
Division IHome Runs Per Game
Through Games 06/24/2015


"Rank","Name","G","W-L","HR","PG"
"1","Samford","58","32-26","85","1.47"
"2","Col. of Charleston","60","45-15","75","1.25"
"3","Belmont","58","29-29","70","1.21"
"4","Mercer","58","35-23","69","1.19"
"5","Eastern Ky.","50","21-29","59","1.18"
"6","VMI","51","21-30","60","1.18"
"7","UNC Greensboro","50","23-27","58","1.16"
"8","UCF","58","31-27","66","1.14"
"9","Furman","58","25-33","65","1.12"
"10","Southeast Mo. St.","59","36-23","66","1.12"
"11","Austin Peay","51","25-26","57","1.12"
"12","Morehead St.","60","38-22","66","1.10"
"13","Texas A&M","64","50-14","70","1.09"
"14","Richmond","53","28-25","57","1.08"
"15","Coastal Carolina","60","39-21","62","1.03"
"16","SIUE","50","20-30","50","1.00"
"","Columbia","51","34-17","51","1.00"
"18","Nevada","56","41-15","55","0.98"
"19","Vanderbilt","72","51-21","69","0.96"
"20","North Florida","61","45-16","58","0.95"
"21","Florida","70","52-18","66","0.94"
"22","Miami (FL)","67","50-17","63","0.94"
"23","Penn","37","22-15","34","0.92"
"24","Florida St.","65","44-21","59","0.91"
"25","West Virginia","54","27-27","49","0.91"
"26","Wake Forest","53","27-26","48","0.91"
"27","Western Ky.","52","24-28","47","0.90"
"28","Western Caro.","51","21-30","46","0.90"
"29","NC State","59","36-23","53","0.90"
"30","UTSA","58","33-25","52","0.90"
"31","Illinois","61","50-10-1","54","0.89"
"32","Louisiana","65","42-23","57","0.88"
"33","DBU","61","46-15","53","0.87"
"34","Texas St.","57","24-32-1","49","0.86"
"35","Pepperdine","61","32-29","51","0.84"
"36","Illinois St.","54","27-27","45","0.83"
"","Elon","54","25-29","45","0.83"
"38","Arkansas","65","40-25","53","0.82"
"39","Bryant","54","29-25","44","0.81"
"40","La Salle","52","24-27-1","42","0.81"
"41","Michigan St.","57","34-23","45","0.79"
"","California","57","36-21","45","0.79"
"","Ga. Southern","57","30-27","45","0.79"
"44","Maryland","66","42-24","52","0.79"
"45","FIU","61","30-31","48","0.79"
"46","Delaware St.","45","16-29","35","0.78"
"","Purdue Fort Wayne","54","28-26","42","0.78"
"48","The Citadel","58","28-30","45","0.78"
"49","LSU","66","54-12","51","0.77"
"50","Jacksonville St.","57","30-27","44","0.77"
"51","Southern Miss.","55","36-18-1","42","0.76"
"","Georgia Tech","55","32-23","42","0.76"
"53","Alabama St.","50","31-19","38","0.76"
"54","App State","53","17-36","40","0.75"
"55","South Carolina","57","32-25","43","0.75"
"56","William & Mary","52","22-30","39","0.75"
"","Saint Louis","56","35-21","42","0.75"
"","UT Martin","52","17-35","39","0.75"
"59","UNCW","59","41-18","44","0.75"
"60","Tennessee Tech","55","26-29","41","0.75"
"","Texas Tech","55","31-24","41","0.75"
"62","Georgia","54","26-28","40","0.74"
"63","Georgia St.","57","30-27","42","0.74"
"64","San Diego St.","64","41-23","47","0.73"
"65","UConn","60","35-25","44","0.73"
"66","Murray St.","56","16-40","41","0.73"
"67","Radford","61","45-16","44","0.72"
"68","Texas","57","30-27","41","0.72"
"","Alabama A&M","57","26-31","41","0.72"
"70","Kennesaw St.","56","28-28","40","0.71"
"","ETSU","56","21-35","40","0.71"
"","Liberty","56","33-23","40","0.71"
"73","Miami (OH)","52","13-39","37","0.71"
"74","Oklahoma St.","58","38-20","41","0.71"
"","Missouri","58","30-28","41","0.71"
"76","Fla. Atlantic","61","42-19","43","0.70"
"77","Notre Dame","60","37-23","42","0.70"
"","Tennessee","50","24-26","35","0.70"
"79","Houston","63","43-20","44","0.70"
"80","Kent St.","53","31-22","37","0.70"
"81","Lehigh","56","25-31","39","0.70"
"82","Oregon St.","58","39-18-1","40","0.69"
"83","Bradley","57","36-21","39","0.68"
"84","Milwaukee","59","39-20","40","0.68"
"","Wichita St.","59","26-33","40","0.68"
"86","Memphis","58","37-21","39","0.67"
"","Ball St.","58","33-25","39","0.67"
"88","Oral Roberts","57","41-16","38","0.67"
"89","Alcorn","56","16-40","37","0.66"
"90","Delaware","50","26-24","33","0.66"
"91","Pittsburgh","52","20-32","34","0.65"
"92","Eastern Ill.","49","13-36","32","0.65"
"93","Southern U.","43","20-23","28","0.65"
"94","Virginia Tech","54","27-27","35","0.65"
"95","James Madison","51","18-33","33","0.65"
"96","Lipscomb","59","39-20","38","0.64"
"97","Brown","39","11-28","25","0.64"
"98","Davidson","50","28-22","32","0.64"
"99","Oklahoma","61","34-27","39","0.64"
"","Missouri St.","61","49-12","39","0.64"
"","Wofford","61","39-22","39","0.64"
"102","Northeastern","55","25-30","35","0.64"
"","Ohio St.","55","35-20","35","0.64"
"104","Wright St.","60","43-17","38","0.63"
"105","Stetson","59","29-30","37","0.63"
"106","Ole Miss","58","30-28","36","0.62"
"107","UNC Asheville","55","21-34","34","0.62"
"","Kansas","55","23-32","34","0.62"
"","Troy","55","30-25","34","0.62"
"110","East Carolina","62","40-22","38","0.61"
"111","N.C. Central","49","19-30","30","0.61"
"112","ULM","54","25-29","33","0.61"
"113","New Mexico","59","32-27","36","0.61"
"","Middle Tenn.","59","32-27","36","0.61"
"115","Cincinnati","56","15-41","34","0.61"
"116","North Carolina","58","34-24","35","0.60"
"117","Washington","54","29-25","32","0.59"
"118","Minnesota","51","21-30","30","0.59"
"119","Arizona St.","58","35-23","34","0.59"
"120","Southern California","60","39-21","35","0.58"
"121","LMU (CA)","55","33-21-1","32","0.58"
"122","Jackson St.","57","32-25","33","0.58"
"","McNeese","57","32-25","33","0.58"
"124","Fresno St.","59","31-28","34","0.58"
"125","Towson","54","17-35-2","31","0.57"
"","Indiana St.","54","28-26","31","0.57"
"127","Clemson","61","32-29","35","0.57"
"128","Sacramento St.","60","33-27","34","0.57"
"129","Kentucky","55","30-25","31","0.56"
"","Arizona","55","31-24","31","0.56"
"131","Hofstra","48","19-29","27","0.56"
"132","Campbell","57","32-25","32","0.56"
"133","Indiana","59","35-24","33","0.56"
"134","Louisiana Tech","52","25-27","29","0.56"
"135","Purdue","54","20-34","30","0.56"
"136","Louisville","65","47-18","36","0.55"
"137","UC Irvine","56","33-23","31","0.55"
"138","UAB","58","33-25","32","0.55"
"139","Siena","51","23-28","28","0.55"
"140","BYU","53","28-25","29","0.55"
"141","UCLA","61","45-16","33","0.54"
"142","Texas Southern","50","31-19","27","0.54"
"","New Mexico St.","50","11-38-1","27","0.54"
"144","Canisius","64","34-30","34","0.53"
"145","Saint Joseph's","49","21-28","26","0.53"
"146","South Fla.","61","34-26-1","32","0.52"
"147","Air Force","52","23-29","27","0.52"
"148","Cal Poly","54","27-27","28","0.52"
"149","Michigan","64","39-25","33","0.52"
"150","Virginia","68","44-24","35","0.51"
"151","North Dakota","51","24-27","26","0.51"
"152","Xavier","53","15-38","27","0.51"
"153","Ohio","57","36-21","29","0.51"
"154","Boston College","54","27-27","27","0.50"
"","New York Tech","44","14-30","22","0.50"
"","Old Dominion","56","27-29","28","0.50"
"157","Arkansas St.","57","27-30","28","0.49"
"158","San Diego","55","33-22","27","0.49"
"159","Central Ark.","53","29-24","26","0.49"
"160","Tulane","60","35-25","29","0.48"
"161","Longwood","56","22-34","27","0.48"
"162","Santa Clara","54","26-28","26","0.48"
"","Bowling Green","54","25-29","26","0.48"
"","Northwestern St.","54","31-23","26","0.48"
"","San Francisco","54","23-31","26","0.48"
"166","UIC","52","29-22-1","25","0.48"
"167","Ark.-Pine Bluff","40","24-16","19","0.48"
"168","Southeastern La.","59","42-17","28","0.47"
"169","Fairfield","49","17-32","23","0.47"
"170","Rhode Island","52","26-25-1","24","0.46"
"171","NJIT","48","24-23-1","22","0.46"
"","Northern Colo.","48","16-32","22","0.46"
"173","Presbyterian","55","27-28","25","0.45"
"174","Gardner-Webb","53","22-31","24","0.45"
"","Utah","53","16-36-1","24","0.45"
"176","Lafayette","42","14-27-1","19","0.45"
"177","Prairie View","51","15-36","23","0.45"
"","Pacific","51","14-37","23","0.45"
"179","Alabama","60","32-28","27","0.45"
"180","Toledo","58","25-33","26","0.45"
"181","FDU","47","21-26","21","0.45"
"182","Oregon","63","38-25","28","0.44"
"183","Grambling","50","11-39","22","0.44"
"184","Florida A&M","48","23-25","21","0.44"
"185","High Point","55","29-26","24","0.44"
"186","Georgetown","53","25-28","23","0.43"
"187","VCU","65","40-25","28","0.43"
"188","Jacksonville","56","26-30","24","0.43"
"","Quinnipiac","56","29-27","24","0.43"
"190","Chicago St.","54","13-40-1","23","0.43"
"","Portland","54","12-42","23","0.43"
"192","Central Mich.","57","35-22","24","0.42"
"193","Binghamton","43","17-24-2","18","0.42"
"194","Seattle U","58","31-27","24","0.41"
"195","George Mason","51","23-27-1","21","0.41"
"196","TCU","66","51-15","27","0.41"
"197","Mississippi St.","54","24-30","22","0.41"
"","Fordham","54","22-32","22","0.41"
"199","Marshall","52","20-32","21","0.40"
"","Gonzaga","52","24-28","21","0.40"
"","Maine","52","24-28","21","0.40"
"202","Evansville","53","29-24","21","0.40"
"","Valparaiso","53","22-31","21","0.40"
"204","Mount St. Mary's","43","12-31","17","0.40"
"205","North Dakota St.","51","20-31","20","0.39"
"206","N.C. A&T","46","10-36","18","0.39"
"207","Winthrop","59","40-19","23","0.39"
"208","Nebraska","57","34-23","22","0.39"
"209","UC Riverside","55","15-40","21","0.38"
"","Rutgers","55","19-35-1","21","0.38"
"211","Holy Cross","50","24-26","19","0.38"
"","Western Ill.","50","17-33","19","0.38"
"213","South Dakota St.","56","33-23","21","0.38"
"214","LIU","51","16-35","19","0.37"
"215","UMBC","54","34-20","20","0.37"
"","Dayton","54","16-38","20","0.37"
"217","CSUN","57","33-24","21","0.37"
"218","Oakland","49","10-39","18","0.37"
"","Saint Peter's","49","10-38-1","18","0.37"
"220","UTRGV","52","21-30-1","19","0.37"
"221","Houston Christian","55","28-27","20","0.36"
"","NIU","55","22-33","20","0.36"
"223","Niagara","47","13-32-2","17","0.36"
"224","Harvard","42","18-24","15","0.36"
"","Sacred Heart","56","23-32-1","20","0.36"
"226","Buffalo","51","16-35","18","0.35"
"","SFA","51","17-34","18","0.35"
"228","Northwestern","54","18-36","19","0.35"
"","Utah Valley","54","19-35","19","0.35"
"230","St. John's (NY)","57","41-16","20","0.35"
"","FGCU","57","30-26-1","20","0.35"
"232","Eastern Mich.","55","20-35","19","0.35"
"","Saint Mary's (CA)","55","28-27","19","0.35"
"234","Mississippi Val.","44","7-36-1","15","0.34"
"235","Marist","47","19-27-1","16","0.34"
"236","Butler","53","23-30","18","0.34"
"237","Penn St.","48","18-30","16","0.33"
"","Princeton","39","7-32","13","0.33"
"","Long Beach St.","54","28-26","18","0.33"
"240","Lamar University","52","21-31","17","0.33"
"241","Stanford","56","24-32","18","0.32"
"242","Youngstown St.","50","16-34","16","0.32"
"243","Wagner","51","27-23-1","16","0.31"
"244","Charlotte","48","19-29","15","0.31"
"","Cal St. Fullerton","64","39-25","20","0.31"
"246","Baylor","55","23-32","17","0.31"
"247","CSU Bakersfield","62","37-24-1","19","0.31"
"248","Sam Houston","59","31-28","18","0.31"
"249","Monmouth","46","22-24","14","0.30"
"","Bucknell","46","24-22","14","0.30"
"251","UT Arlington","56","24-32","17","0.30"
"252","Hartford","54","23-31","16","0.30"
"253","UC Santa Barbara","58","40-17-1","17","0.29"
"254","Auburn","62","36-26","18","0.29"
"255","UNLV","56","25-31","16","0.29"
"","UMES","49","16-33","14","0.29"
"257","Rice","59","37-22","16","0.27"
"258","Western Mich.","52","22-30","14","0.27"
"259","USC Upstate","53","15-38","14","0.26"
"","A&M-Corpus Christi","53","26-27","14","0.26"
"261","Seton Hall","50","25-25","13","0.26"
"","Villanova","50","22-28","13","0.26"
"263","Charleston So.","53","23-30","13","0.25"
"","Duke","53","31-22","13","0.25"
"265","Southern Ill.","58","12-46","14","0.24"
"266","Savannah St.","54","21-33","13","0.24"
"267","Rider","50","28-22","12","0.24"
"268","Iowa","59","41-18","14","0.24"
"269","Dartmouth","43","21-22","10","0.23"
"270","Washington St.","56","29-27","13","0.23"
"271","Central Conn. St.","48","17-31","11","0.23"
"272","UC Davis","57","30-26-1","13","0.23"
"273","Little Rock","49","16-33","11","0.22"
"274","Akron","58","28-30","13","0.22"
"275","George Washington","54","32-22","12","0.22"
"276","Army West Point","47","21-26","10","0.21"
"277","South Alabama","57","37-20","12","0.21"
"278","Massachusetts","43","16-27","9","0.21"
"","Norfolk St.","43","27-16","9","0.21"
"280","Nicholls","54","34-19-1","11","0.20"
"281","San Jose St.","57","13-44","11","0.19"
"282","St. Bonaventure","47","16-29-2","9","0.19"
"283","Bethune-Cookman","59","19-40","11","0.19"
"284","Coppin St.","43","3-38-2","8","0.19"
"285","Creighton","51","32-19","9","0.18"
"286","Navy","57","37-20","10","0.18"
"287","Manhattan","52","18-34","9","0.17"
"288","Hawaii","53","21-32","9","0.17"
"289","Yale","38","15-23","6","0.16"
"290","Stony Brook","52","35-16-1","8","0.15"
"291","Cornell","40","13-27","6","0.15"
"292","New Orleans","54","14-40","8","0.15"
"293","UAlbany","42","14-28","6","0.14"
"294","Kansas St.","57","27-30","8","0.14"
"295","Iona","53","20-33","4","0.08"
Reclassifying
"NR","Northern Ky.","51","17-34","29","0.57"
"NR","Grand Canyon","54","32-22","26","0.48"
"NR","UIW","54","21-33","22","0.41"
"NR","Omaha","52","21-31","21","0.40"
"NR","Abilene Christian","55","17-38","14","0.25"
"NR","UMass Lowell","43","17-26","6","0.14"

NCAA Baseball
Division IHome Runs
Through Games 06/24/2015


"Rank","Name","G","W-L","HR"
"1","Samford","58","32-26","85"
"2","Col. of Charleston","60","45-15","75"
"3","Texas A&M","64","50-14","70"
"","Belmont","58","29-29","70"
"5","Mercer","58","35-23","69"
"","Vanderbilt","72","51-21","69"
"7","Florida","70","52-18","66"
"","Southeast Mo. St.","59","36-23","66"
"","Morehead St.","60","38-22","66"
"","UCF","58","31-27","66"
"11","Furman","58","25-33","65"
"12","Miami (FL)","67","50-17","63"
"13","Coastal Carolina","60","39-21","62"
"14","VMI","51","21-30","60"
"15","Florida St.","65","44-21","59"
"","Eastern Ky.","50","21-29","59"
"17","UNC Greensboro","50","23-27","58"
"","North Florida","61","45-16","58"
"19","Austin Peay","51","25-26","57"
"","Louisiana","65","42-23","57"
"","Richmond","53","28-25","57"
"22","Nevada","56","41-15","55"
"23","Illinois","61","50-10-1","54"
"24","Arkansas","65","40-25","53"
"","NC State","59","36-23","53"
"","DBU","61","46-15","53"
"27","Maryland","66","42-24","52"
"","UTSA","58","33-25","52"
"29","LSU","66","54-12","51"
"","Pepperdine","61","32-29","51"
"","Columbia","51","34-17","51"
"32","SIUE","50","20-30","50"
"33","Texas St.","57","24-32-1","49"
"","West Virginia","54","27-27","49"
"35","Wake Forest","53","27-26","48"
"","FIU","61","30-31","48"
"37","San Diego St.","64","41-23","47"
"","Western Ky.","52","24-28","47"
"39","Western Caro.","51","21-30","46"
"40","Ga. Southern","57","30-27","45"
"","Illinois St.","54","27-27","45"
"","Michigan St.","57","34-23","45"
"","The Citadel","58","28-30","45"
"","Elon","54","25-29","45"
"","California","57","36-21","45"
"46","Houston","63","43-20","44"
"","Jacksonville St.","57","30-27","44"
"","Radford","61","45-16","44"
"","UConn","60","35-25","44"
"","UNCW","59","41-18","44"
"","Bryant","54","29-25","44"
"52","South Carolina","57","32-25","43"
"","Fla. Atlantic","61","42-19","43"
"54","Georgia St.","57","30-27","42"
"","Georgia Tech","55","32-23","42"
"","Purdue Fort Wayne","54","28-26","42"
"","Southern Miss.","55","36-18-1","42"
"","Notre Dame","60","37-23","42"
"","Saint Louis","56","35-21","42"
"","La Salle","52","24-27-1","42"
